username,datetime,contribution
trista520,2018-10-02,0
trista520,2018-10-03,0
trista520,2018-10-04,0
trista520,2018-10-05,0
trista520,2018-10-06,0
trista520,2018-10-07,0
trista520,2018-10-08,0
trista520,2018-10-09,0
trista520,2018-10-10,0
trista520,2018-10-11,0
trista520,2018-10-12,0
trista520,2018-10-13,0
trista520,2018-10-14,0
trista520,2018-10-15,0
trista520,2018-10-16,0
trista520,2018-10-17,0
trista520,2018-10-18,0
trista520,2018-10-19,0
trista520,2018-10-20,3
trista520,2018-10-21,1
trista520,2018-10-22,0
trista520,2018-10-23,0
Rita0719,2018-09-17,0
Rita0719,2018-09-18,0
Rita0719,2018-09-19,0
Rita0719,2018-09-20,0
Rita0719,2018-09-21,0
Rita0719,2018-09-22,0
Rita0719,2018-09-23,0
Rita0719,2018-09-24,0
Rita0719,2018-09-25,0
Rita0719,2018-09-26,0
Rita0719,2018-09-27,0
Rita0719,2018-09-28,0
Rita0719,2018-09-29,0
Rita0719,2018-09-30,0
Rita0719,2018-10-01,0
Rita0719,2018-10-02,0
Rita0719,2018-10-03,0
Rita0719,2018-10-04,0
Rita0719,2018-10-05,0
Rita0719,2018-10-06,0
Rita0719,2018-10-07,0
Rita0719,2018-10-08,0
Rita0719,2018-10-09,0
Rita0719,2018-10-10,0
Rita0719,2018-10-11,0
Rita0719,2018-10-12,0
Rita0719,2018-10-13,0
Rita0719,2018-10-14,0
Rita0719,2018-10-15,0
Rita0719,2018-10-16,0
Rita0719,2018-10-17,0
Rita0719,2018-10-18,0
Rita0719,2018-10-19,0
Rita0719,2018-10-20,4
Rita0719,2018-10-21,0
Rita0719,2018-10-22,0
Rita0719,2018-10-23,3
Wong-Ming,2018-09-17,0
Wong-Ming,2018-09-18,0
Wong-Ming,2018-09-19,0
Wong-Ming,2018-09-20,0
Wong-Ming,2018-09-21,0
Wong-Ming,2018-09-22,0
Wong-Ming,2018-09-23,0
Wong-Ming,2018-09-24,0
Wong-Ming,2018-09-25,0
Wong-Ming,2018-09-26,0
Wong-Ming,2018-09-27,0
Wong-Ming,2018-09-28,0
Wong-Ming,2018-09-29,0
Wong-Ming,2018-09-30,0
Wong-Ming,2018-10-01,0
Wong-Ming,2018-10-02,0
Wong-Ming,2018-10-03,0
Wong-Ming,2018-10-04,0
Wong-Ming,2018-10-05,0
Wong-Ming,2018-10-06,0
Wong-Ming,2018-10-07,0
Wong-Ming,2018-10-08,0
Wong-Ming,2018-10-09,0
Wong-Ming,2018-10-10,0
Wong-Ming,2018-10-11,0
Wong-Ming,2018-10-12,0
Wong-Ming,2018-10-13,0
Wong-Ming,2018-10-14,0
Wong-Ming,2018-10-15,0
Wong-Ming,2018-10-16,0
Wong-Ming,2018-10-17,0
Wong-Ming,2018-10-18,0
Wong-Ming,2018-10-19,0
Wong-Ming,2018-10-20,0
Wong-Ming,2018-10-21,0
Wong-Ming,2018-10-22,0
Wong-Ming,2018-10-23,4
18408532,2018-09-17,0
18408532,2018-09-18,0
18408532,2018-09-19,0
18408532,2018-09-20,0
18408532,2018-09-21,0
18408532,2018-09-22,0
18408532,2018-09-23,0
18408532,2018-09-24,0
18408532,2018-09-25,0
18408532,2018-09-26,0
18408532,2018-09-27,0
18408532,2018-09-28,0
18408532,2018-09-29,0
18408532,2018-09-30,0
18408532,2018-10-01,0
18408532,2018-10-02,0
18408532,2018-10-03,0
18408532,2018-10-04,0
18408532,2018-10-05,0
18408532,2018-10-06,0
18408532,2018-10-07,0
18408532,2018-10-08,0
18408532,2018-10-09,0
18408532,2018-10-10,0
18408532,2018-10-11,0
18408532,2018-10-12,0
18408532,2018-10-13,0
18408532,2018-10-14,0
18408532,2018-10-15,0
18408532,2018-10-16,0
18408532,2018-10-17,0
18408532,2018-10-18,1
18408532,2018-10-19,1
18408532,2018-10-20,0
18408532,2018-10-21,1
18408532,2018-10-22,1
18408532,2018-10-23,0
clairelau0108,2018-09-17,0
clairelau0108,2018-09-18,0
clairelau0108,2018-09-19,0
clairelau0108,2018-09-20,0
clairelau0108,2018-09-21,0
clairelau0108,2018-09-22,0
clairelau0108,2018-09-23,0
clairelau0108,2018-09-24,0
clairelau0108,2018-09-25,0
clairelau0108,2018-09-26,0
clairelau0108,2018-09-27,0
clairelau0108,2018-09-28,0
clairelau0108,2018-09-29,0
clairelau0108,2018-09-30,0
clairelau0108,2018-10-01,0
clairelau0108,2018-10-02,0
clairelau0108,2018-10-03,0
clairelau0108,2018-10-04,0
clairelau0108,2018-10-05,1
clairelau0108,2018-10-06,0
clairelau0108,2018-10-07,0
clairelau0108,2018-10-08,0
clairelau0108,2018-10-09,0
clairelau0108,2018-10-10,0
clairelau0108,2018-10-11,0
clairelau0108,2018-10-12,0
clairelau0108,2018-10-13,0
clairelau0108,2018-10-14,0
clairelau0108,2018-10-15,0
clairelau0108,2018-10-16,0
clairelau0108,2018-10-17,0
clairelau0108,2018-10-18,0
clairelau0108,2018-10-19,0
clairelau0108,2018-10-20,0
clairelau0108,2018-10-21,3
clairelau0108,2018-10-22,1
clairelau0108,2018-10-23,3
hakutoccino,2018-09-17,0
hakutoccino,2018-09-18,0
hakutoccino,2018-09-19,0
hakutoccino,2018-09-20,0
hakutoccino,2018-09-21,1
hakutoccino,2018-09-22,0
hakutoccino,2018-09-23,0
hakutoccino,2018-09-24,0
hakutoccino,2018-09-25,0
hakutoccino,2018-09-26,0
hakutoccino,2018-09-27,0
hakutoccino,2018-09-28,0
hakutoccino,2018-09-29,0
hakutoccino,2018-09-30,0
hakutoccino,2018-10-01,0
hakutoccino,2018-10-02,0
hakutoccino,2018-10-03,0
hakutoccino,2018-10-04,0
hakutoccino,2018-10-05,0
hakutoccino,2018-10-06,0
hakutoccino,2018-10-07,0
hakutoccino,2018-10-08,0
hakutoccino,2018-10-09,0
hakutoccino,2018-10-10,0
hakutoccino,2018-10-11,0
hakutoccino,2018-10-12,0
hakutoccino,2018-10-13,0
hakutoccino,2018-10-14,0
hakutoccino,2018-10-15,0
hakutoccino,2018-10-16,0
hakutoccino,2018-10-17,0
hakutoccino,2018-10-18,0
hakutoccino,2018-10-19,0
hakutoccino,2018-10-20,0
hakutoccino,2018-10-21,0
hakutoccino,2018-10-22,0
hakutoccino,2018-10-23,9
JIEYI22,2018-09-17,0
JIEYI22,2018-09-18,0
JIEYI22,2018-09-19,0
JIEYI22,2018-09-20,0
JIEYI22,2018-09-21,0
JIEYI22,2018-09-22,0
JIEYI22,2018-09-23,0
JIEYI22,2018-09-24,0
JIEYI22,2018-09-25,0
JIEYI22,2018-09-26,0
JIEYI22,2018-09-27,0
JIEYI22,2018-09-28,0
JIEYI22,2018-09-29,0
JIEYI22,2018-09-30,0
JIEYI22,2018-10-01,0
JIEYI22,2018-10-02,0
JIEYI22,2018-10-03,0
JIEYI22,2018-10-04,0
JIEYI22,2018-10-05,0
JIEYI22,2018-10-06,0
JIEYI22,2018-10-07,0
JIEYI22,2018-10-08,0
JIEYI22,2018-10-09,0
JIEYI22,2018-10-10,0
JIEYI22,2018-10-11,0
JIEYI22,2018-10-12,0
JIEYI22,2018-10-13,0
JIEYI22,2018-10-14,10
JIEYI22,2018-10-15,3
JIEYI22,2018-10-16,0
JIEYI22,2018-10-17,0
JIEYI22,2018-10-18,0
JIEYI22,2018-10-19,0
JIEYI22,2018-10-20,0
JIEYI22,2018-10-21,0
JIEYI22,2018-10-22,0
JIEYI22,2018-10-23,0
coolxu8888,2018-09-17,0
coolxu8888,2018-09-18,0
coolxu8888,2018-09-19,0
coolxu8888,2018-09-20,0
coolxu8888,2018-09-21,0
coolxu8888,2018-09-22,0
coolxu8888,2018-09-23,0
coolxu8888,2018-09-24,0
coolxu8888,2018-09-25,0
coolxu8888,2018-09-26,0
coolxu8888,2018-09-27,0
coolxu8888,2018-09-28,0
coolxu8888,2018-09-29,0
coolxu8888,2018-09-30,0
coolxu8888,2018-10-01,0
coolxu8888,2018-10-02,0
coolxu8888,2018-10-03,0
coolxu8888,2018-10-04,0
coolxu8888,2018-10-05,0
coolxu8888,2018-10-06,0
coolxu8888,2018-10-07,0
coolxu8888,2018-10-08,0
coolxu8888,2018-10-09,0
coolxu8888,2018-10-10,0
coolxu8888,2018-10-11,0
coolxu8888,2018-10-12,0
coolxu8888,2018-10-13,0
coolxu8888,2018-10-14,0
coolxu8888,2018-10-15,0
coolxu8888,2018-10-16,0
coolxu8888,2018-10-17,0
coolxu8888,2018-10-18,2
coolxu8888,2018-10-19,2
coolxu8888,2018-10-20,0
coolxu8888,2018-10-21,0
coolxu8888,2018-10-22,0
coolxu8888,2018-10-23,2
AlexZenghuashan,2018-09-17,0
AlexZenghuashan,2018-09-18,0
AlexZenghuashan,2018-09-19,0
AlexZenghuashan,2018-09-20,0
AlexZenghuashan,2018-09-21,0
AlexZenghuashan,2018-09-22,0
AlexZenghuashan,2018-09-23,0
AlexZenghuashan,2018-09-24,0
AlexZenghuashan,2018-09-25,0
AlexZenghuashan,2018-09-26,0
AlexZenghuashan,2018-09-27,0
AlexZenghuashan,2018-09-28,0
AlexZenghuashan,2018-09-29,0
AlexZenghuashan,2018-09-30,0
AlexZenghuashan,2018-10-01,0
AlexZenghuashan,2018-10-02,0
AlexZenghuashan,2018-10-03,0
AlexZenghuashan,2018-10-04,0
AlexZenghuashan,2018-10-05,0
AlexZenghuashan,2018-10-06,0
AlexZenghuashan,2018-10-07,0
AlexZenghuashan,2018-10-08,0
AlexZenghuashan,2018-10-09,0
AlexZenghuashan,2018-10-10,0
AlexZenghuashan,2018-10-11,0
AlexZenghuashan,2018-10-12,0
AlexZenghuashan,2018-10-13,0
AlexZenghuashan,2018-10-14,1
AlexZenghuashan,2018-10-15,0
AlexZenghuashan,2018-10-16,2
AlexZenghuashan,2018-10-17,2
AlexZenghuashan,2018-10-18,0
AlexZenghuashan,2018-10-19,0
AlexZenghuashan,2018-10-20,0
AlexZenghuashan,2018-10-21,0
AlexZenghuashan,2018-10-22,0
AlexZenghuashan,2018-10-23,0
zacharyzeng,2018-09-17,1
zacharyzeng,2018-09-18,0
zacharyzeng,2018-09-19,0
zacharyzeng,2018-09-20,0
zacharyzeng,2018-09-21,0
zacharyzeng,2018-09-22,0
zacharyzeng,2018-09-23,0
zacharyzeng,2018-09-24,0
zacharyzeng,2018-09-25,0
zacharyzeng,2018-09-26,0
zacharyzeng,2018-09-27,0
zacharyzeng,2018-09-28,0
zacharyzeng,2018-09-29,0
zacharyzeng,2018-09-30,0
zacharyzeng,2018-10-01,0
zacharyzeng,2018-10-02,0
zacharyzeng,2018-10-03,0
zacharyzeng,2018-10-04,1
zacharyzeng,2018-10-05,0
zacharyzeng,2018-10-06,0
zacharyzeng,2018-10-07,0
zacharyzeng,2018-10-08,0
zacharyzeng,2018-10-09,0
zacharyzeng,2018-10-10,0
zacharyzeng,2018-10-11,0
zacharyzeng,2018-10-12,0
zacharyzeng,2018-10-13,0
zacharyzeng,2018-10-14,0
zacharyzeng,2018-10-15,0
zacharyzeng,2018-10-16,0
zacharyzeng,2018-10-17,0
zacharyzeng,2018-10-18,0
zacharyzeng,2018-10-19,0
zacharyzeng,2018-10-20,0
zacharyzeng,2018-10-21,0
zacharyzeng,2018-10-22,0
zacharyzeng,2018-10-23,1
ZhangNingNina,2018-09-17,0
ZhangNingNina,2018-09-18,0
ZhangNingNina,2018-09-19,0
ZhangNingNina,2018-09-20,0
ZhangNingNina,2018-09-21,0
ZhangNingNina,2018-09-22,0
ZhangNingNina,2018-09-23,0
ZhangNingNina,2018-09-24,0
ZhangNingNina,2018-09-25,0
ZhangNingNina,2018-09-26,0
ZhangNingNina,2018-09-27,0
ZhangNingNina,2018-09-28,2
ZhangNingNina,2018-09-29,0
ZhangNingNina,2018-09-30,0
ZhangNingNina,2018-10-01,0
ZhangNingNina,2018-10-02,0
ZhangNingNina,2018-10-03,0
ZhangNingNina,2018-10-04,0
ZhangNingNina,2018-10-05,0
ZhangNingNina,2018-10-06,0
ZhangNingNina,2018-10-07,0
ZhangNingNina,2018-10-08,0
ZhangNingNina,2018-10-09,0
ZhangNingNina,2018-10-10,0
ZhangNingNina,2018-10-11,0
ZhangNingNina,2018-10-12,0
ZhangNingNina,2018-10-13,0
ZhangNingNina,2018-10-14,0
ZhangNingNina,2018-10-15,0
ZhangNingNina,2018-10-16,0
ZhangNingNina,2018-10-17,0
ZhangNingNina,2018-10-18,2
ZhangNingNina,2018-10-19,0
ZhangNingNina,2018-10-20,0
ZhangNingNina,2018-10-21,0
ZhangNingNina,2018-10-22,0
ZhangNingNina,2018-10-23,0
elusiveburglar,2018-09-17,0
elusiveburglar,2018-09-18,0
elusiveburglar,2018-09-19,0
elusiveburglar,2018-09-20,0
elusiveburglar,2018-09-21,0
elusiveburglar,2018-09-22,0
elusiveburglar,2018-09-23,0
elusiveburglar,2018-09-24,0
elusiveburglar,2018-09-25,0
elusiveburglar,2018-09-26,0
elusiveburglar,2018-09-27,0
elusiveburglar,2018-09-28,0
elusiveburglar,2018-09-29,0
elusiveburglar,2018-09-30,0
elusiveburglar,2018-10-01,0
elusiveburglar,2018-10-02,0
elusiveburglar,2018-10-03,0
elusiveburglar,2018-10-04,0
elusiveburglar,2018-10-05,0
elusiveburglar,2018-10-06,0
elusiveburglar,2018-10-07,0
elusiveburglar,2018-10-08,0
elusiveburglar,2018-10-09,1
elusiveburglar,2018-10-10,0
elusiveburglar,2018-10-11,0
elusiveburglar,2018-10-12,0
elusiveburglar,2018-10-13,0
elusiveburglar,2018-10-14,0
elusiveburglar,2018-10-15,0
elusiveburglar,2018-10-16,0
elusiveburglar,2018-10-17,0
elusiveburglar,2018-10-18,0
elusiveburglar,2018-10-19,0
elusiveburglar,2018-10-20,0
elusiveburglar,2018-10-21,0
elusiveburglar,2018-10-22,0
elusiveburglar,2018-10-23,10
maggie0114,2018-09-17,1
maggie0114,2018-09-18,0
maggie0114,2018-09-19,0
maggie0114,2018-09-20,0
maggie0114,2018-09-21,0
maggie0114,2018-09-22,0
maggie0114,2018-09-23,0
maggie0114,2018-09-24,2
maggie0114,2018-09-25,0
maggie0114,2018-09-26,0
maggie0114,2018-09-27,0
maggie0114,2018-09-28,0
maggie0114,2018-09-29,0
maggie0114,2018-09-30,0
maggie0114,2018-10-01,0
maggie0114,2018-10-02,0
maggie0114,2018-10-03,0
maggie0114,2018-10-04,0
maggie0114,2018-10-05,0
maggie0114,2018-10-06,0
maggie0114,2018-10-07,0
maggie0114,2018-10-08,0
maggie0114,2018-10-09,0
maggie0114,2018-10-10,0
maggie0114,2018-10-11,0
maggie0114,2018-10-12,0
maggie0114,2018-10-13,0
maggie0114,2018-10-14,0
maggie0114,2018-10-15,0
maggie0114,2018-10-16,0
maggie0114,2018-10-17,0
maggie0114,2018-10-18,0
maggie0114,2018-10-19,0
maggie0114,2018-10-20,0
maggie0114,2018-10-21,0
maggie0114,2018-10-22,0
maggie0114,2018-10-23,1
efncij,2018-09-17,0
efncij,2018-09-18,0
efncij,2018-09-19,0
efncij,2018-09-20,0
efncij,2018-09-21,0
efncij,2018-09-22,0
efncij,2018-09-23,0
efncij,2018-09-24,0
efncij,2018-09-25,0
efncij,2018-09-26,0
efncij,2018-09-27,0
efncij,2018-09-28,0
efncij,2018-09-29,0
efncij,2018-09-30,0
efncij,2018-10-01,0
efncij,2018-10-02,0
efncij,2018-10-03,0
efncij,2018-10-04,0
efncij,2018-10-05,0
efncij,2018-10-06,0
efncij,2018-10-07,0
efncij,2018-10-08,0
efncij,2018-10-09,0
efncij,2018-10-10,0
efncij,2018-10-11,0
efncij,2018-10-12,0
efncij,2018-10-13,0
efncij,2018-10-14,0
efncij,2018-10-15,0
efncij,2018-10-16,0
efncij,2018-10-17,0
efncij,2018-10-18,0
efncij,2018-10-19,0
efncij,2018-10-20,4
efncij,2018-10-21,1
efncij,2018-10-22,0
efncij,2018-10-23,0
Lsn-cecilia,2018-09-17,0
Lsn-cecilia,2018-09-18,0
Lsn-cecilia,2018-09-19,0
Lsn-cecilia,2018-09-20,0
Lsn-cecilia,2018-09-21,0
Lsn-cecilia,2018-09-22,0
Lsn-cecilia,2018-09-23,0
Lsn-cecilia,2018-09-24,0
Lsn-cecilia,2018-09-25,0
Lsn-cecilia,2018-09-26,0
Lsn-cecilia,2018-09-27,0
Lsn-cecilia,2018-09-28,0
Lsn-cecilia,2018-09-29,0
Lsn-cecilia,2018-09-30,0
Lsn-cecilia,2018-10-01,0
Lsn-cecilia,2018-10-02,0
Lsn-cecilia,2018-10-03,0
Lsn-cecilia,2018-10-04,0
Lsn-cecilia,2018-10-05,0
Lsn-cecilia,2018-10-06,0
Lsn-cecilia,2018-10-07,0
Lsn-cecilia,2018-10-08,0
Lsn-cecilia,2018-10-09,0
Lsn-cecilia,2018-10-10,0
Lsn-cecilia,2018-10-11,0
Lsn-cecilia,2018-10-12,0
Lsn-cecilia,2018-10-13,0
Lsn-cecilia,2018-10-14,0
Lsn-cecilia,2018-10-15,0
Lsn-cecilia,2018-10-16,0
Lsn-cecilia,2018-10-17,0
Lsn-cecilia,2018-10-18,0
Lsn-cecilia,2018-10-19,0
Lsn-cecilia,2018-10-20,0
Lsn-cecilia,2018-10-21,0
Lsn-cecilia,2018-10-22,0
Lsn-cecilia,2018-10-23,0
shiyuning0987,2018-09-17,0
shiyuning0987,2018-09-18,0
shiyuning0987,2018-09-19,0
shiyuning0987,2018-09-20,0
shiyuning0987,2018-09-21,0
shiyuning0987,2018-09-22,0
shiyuning0987,2018-09-23,0
shiyuning0987,2018-09-24,0
shiyuning0987,2018-09-25,0
shiyuning0987,2018-09-26,0
shiyuning0987,2018-09-27,0
shiyuning0987,2018-09-28,0
shiyuning0987,2018-09-29,0
shiyuning0987,2018-09-30,0
shiyuning0987,2018-10-01,0
shiyuning0987,2018-10-02,0
shiyuning0987,2018-10-03,0
shiyuning0987,2018-10-04,0
shiyuning0987,2018-10-05,0
shiyuning0987,2018-10-06,0
shiyuning0987,2018-10-07,0
shiyuning0987,2018-10-08,0
shiyuning0987,2018-10-09,0
shiyuning0987,2018-10-10,0
shiyuning0987,2018-10-11,0
shiyuning0987,2018-10-12,0
shiyuning0987,2018-10-13,0
shiyuning0987,2018-10-14,0
shiyuning0987,2018-10-15,0
shiyuning0987,2018-10-16,0
shiyuning0987,2018-10-17,1
shiyuning0987,2018-10-18,0
shiyuning0987,2018-10-19,0
shiyuning0987,2018-10-20,0
shiyuning0987,2018-10-21,0
shiyuning0987,2018-10-22,0
shiyuning0987,2018-10-23,2
ivywang958,2018-09-17,0
ivywang958,2018-09-18,0
ivywang958,2018-09-19,0
ivywang958,2018-09-20,0
ivywang958,2018-09-21,0
ivywang958,2018-09-22,0
ivywang958,2018-09-23,0
ivywang958,2018-09-24,0
ivywang958,2018-09-25,0
ivywang958,2018-09-26,0
ivywang958,2018-09-27,0
ivywang958,2018-09-28,5
ivywang958,2018-09-29,7
ivywang958,2018-09-30,4
ivywang958,2018-10-01,2
ivywang958,2018-10-02,4
ivywang958,2018-10-03,1
ivywang958,2018-10-04,2
ivywang958,2018-10-05,0
ivywang958,2018-10-06,0
ivywang958,2018-10-07,0
ivywang958,2018-10-08,2
ivywang958,2018-10-09,13
ivywang958,2018-10-10,1
ivywang958,2018-10-11,0
ivywang958,2018-10-12,1
ivywang958,2018-10-13,2
ivywang958,2018-10-14,0
ivywang958,2018-10-15,0
ivywang958,2018-10-16,0
ivywang958,2018-10-17,0
ivywang958,2018-10-18,0
ivywang958,2018-10-19,0
ivywang958,2018-10-20,0
ivywang958,2018-10-21,0
ivywang958,2018-10-22,7
ivywang958,2018-10-23,1
kaiwenxu94,2018-09-17,1
kaiwenxu94,2018-09-18,0
kaiwenxu94,2018-09-19,0
kaiwenxu94,2018-09-20,0
kaiwenxu94,2018-09-21,0
kaiwenxu94,2018-09-22,0
kaiwenxu94,2018-09-23,0
kaiwenxu94,2018-09-24,0
kaiwenxu94,2018-09-25,0
kaiwenxu94,2018-09-26,0
kaiwenxu94,2018-09-27,0
kaiwenxu94,2018-09-28,0
kaiwenxu94,2018-09-29,0
kaiwenxu94,2018-09-30,0
